"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 25 12:31:09 GMT 2024","Thu Apr 25 12:31:21 GMT 2024","12478","","tests.GaleriaTest","","tests.GaleriaTest","test_Lodowiec_Album_Is_Displayed","Display 'Lodowiec' album in the gallery",""
"passed","Thu Apr 25 12:30:09 GMT 2024","Thu Apr 25 12:30:18 GMT 2024","8759","","tests.FooterTest","","tests.FooterTest","test_I_Can_SignUp_For_Newsletter","Sign up for newsletter",""
"passed","Thu Apr 25 12:41:34 GMT 2024","Thu Apr 25 12:41:41 GMT 2024","7447","","tests.WyjazdyTest","","tests.WyjazdyTest","test_Different_Month_Selection_April","Check April tours",""
"passed","Thu Apr 25 12:34:06 GMT 2024","Thu Apr 25 12:34:23 GMT 2024","17823","","tests.HeaderTest","","tests.HeaderTest","navigatingThroughPages","Page navigation through header buttons",""
"passed","Thu Apr 25 12:41:00 GMT 2024","Thu Apr 25 12:41:07 GMT 2024","6865","","tests.WyjazdyTest","","tests.WyjazdyTest","test_Clear_Button","Use the clear button",""
"passed","Thu Apr 25 12:39:04 GMT 2024","Thu Apr 25 12:39:13 GMT 2024","8830","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWitUppercasePassword","Register with uppercase password",""
"passed","Thu Apr 25 12:28:40 GMT 2024","Thu Apr 25 12:28:56 GMT 2024","15399","","tests.FooterTest","","tests.FooterTest","test_If_Polityka_Prywatnosci_Redirect_To_Repsective_Page","'Polityka prywatności' hyperlink responsiveness",""
"passed","Thu Apr 25 12:40:50 GMT 2024","Thu Apr 25 12:40:55 GMT 2024","5295","","tests.TreningiTest","","tests.TreningiTest","test_Monday_Trainings_On_Page","Veryfing Monday training HTML text",""
"passed","Thu Apr 25 12:32:07 GMT 2024","Thu Apr 25 12:32:56 GMT 2024","48859","","tests.GlownaTest","","tests.GlownaTest","test_KrzysiekPomaga_Page_Opens_Upon_Clicking_On_Logo","KrzysiekPomaga hyperlink responsiveness",""
"passed","Thu Apr 25 12:40:39 GMT 2024","Thu Apr 25 12:40:44 GMT 2024","5411","","tests.OnasTest","","tests.OnasTest","_test_Page_Source_Not_Corrupted","Veryfing O nas HTML page structure",""
"passed","Thu Apr 25 12:41:25 GMT 2024","Thu Apr 25 12:41:34 GMT 2024","8565","","tests.WyjazdyTest","","tests.WyjazdyTest","test_All_Filters","Using all the filters",""
"passed","Thu Apr 25 12:37:39 GMT 2024","Thu Apr 25 12:37:47 GMT 2024","7399","","tests.LogowanieTest","","tests.LogowanieTest","test_Password_Reset_With_Unregistered_Email","Password reset with unregistered email",""
"passed","Thu Apr 25 12:39:13 GMT 2024","Thu Apr 25 12:39:21 GMT 2024","7820","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_Without_First_Part_Of_The_Emaill","Logging with without first part of the email",""
"passed","Thu Apr 25 12:38:03 GMT 2024","Thu Apr 25 12:38:12 GMT 2024","8427","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_1_Character_Password","Logging with 1 character password",""
"passed","Thu Apr 25 12:38:34 GMT 2024","Thu Apr 25 12:38:41 GMT 2024","7023","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_Without_Email_Domain","Logging with without email domain",""
"passed","Thu Apr 25 12:41:19 GMT 2024","Thu Apr 25 12:41:25 GMT 2024","6385","","tests.WyjazdyTest","","tests.WyjazdyTest","test_Tour_Filter_Per_Month","Filter tours with April",""
"passed","Thu Apr 25 12:30:18 GMT 2024","Thu Apr 25 12:30:27 GMT 2024","9400","","tests.GaleriaTest","","tests.GaleriaTest","test_Styczniowy_Album_Is_Displayed","Display 'Styczniowy' album in the gallery",""
"passed","Thu Apr 25 12:37:15 GMT 2024","Thu Apr 25 12:37:22 GMT 2024","7701","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_Without_AT_Symbol","Logging with mail withot '@' symbol",""
"passed","Thu Apr 25 12:36:28 GMT 2024","Thu Apr 25 12:36:38 GMT 2024","10118","","tests.LogowanieTest","","tests.LogowanieTest","test_Register_With_Blank_Fields","Logging with blank fields",""
"passed","Thu Apr 25 12:35:46 GMT 2024","Thu Apr 25 12:35:53 GMT 2024","7611","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithExistingEmail","Register with existing email",""
"passed","Thu Apr 25 12:40:44 GMT 2024","Thu Apr 25 12:40:50 GMT 2024","5346","","tests.TreningiTest","","tests.TreningiTest","test_Page_Title","Veryfing Treningi HTML title name",""
"passed","Thu Apr 25 12:35:20 GMT 2024","Thu Apr 25 12:35:28 GMT 2024","8647","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithShortEmail","Register with 1 character email",""
"passed","Thu Apr 25 12:31:57 GMT 2024","Thu Apr 25 12:32:07 GMT 2024","10442","","tests.GlownaTest","","tests.GlownaTest","test_JulekPeszko_Page_Opens_Upon_Clicking_On_Logo","JulekPeszko hyperlink responsiveness",""
"passed","Thu Apr 25 12:35:05 GMT 2024","Thu Apr 25 12:35:12 GMT 2024","6528","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_Only_Numbers_Password","Logging with only number password",""
"passed","Thu Apr 25 12:30:00 GMT 2024","Thu Apr 25 12:30:09 GMT 2024","8458","","tests.FooterTest","","tests.FooterTest","test_If_Fb_Redirect_To_Repsective_Page","Facebook hyperlink responsiveness",""
"passed","Thu Apr 25 12:30:43 GMT 2024","Thu Apr 25 12:30:56 GMT 2024","12289","","tests.GaleriaTest","","tests.GaleriaTest","test_If_Ferie1_Album_Is_Displayed","Display 'Ferie 1' album in the gallery",""
"passed","Thu Apr 25 12:35:37 GMT 2024","Thu Apr 25 12:35:46 GMT 2024","8992","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_LowerCase_Password","Logging with lowercase password",""
"passed","Thu Apr 25 12:36:38 GMT 2024","Thu Apr 25 12:36:46 GMT 2024","8035","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_Valid_Credentials","Logging with valid credentials",""
"passed","Thu Apr 25 12:35:28 GMT 2024","Thu Apr 25 12:35:37 GMT 2024","8377","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWith7characterPassword","Register with 7 character password",""
"passed","Thu Apr 25 12:35:12 GMT 2024","Thu Apr 25 12:35:20 GMT 2024","8228","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithNumberlessPassword","Register with numberless password",""
"passed","Thu Apr 25 12:32:56 GMT 2024","Thu Apr 25 12:33:08 GMT 2024","12315","","tests.GlownaTest","","tests.GlownaTest","test_LekarzSport_Page_Opens_Upon_Clicking_On_Logo","LekarzSport hyperlink responsiveness",""
"passed","Thu Apr 25 12:39:57 GMT 2024","Thu Apr 25 12:40:02 GMT 2024","5295","","tests.NewsyTest","","tests.NewsyTest","test_Accurate_Title_In_HTML_Addres","Veryfing newsy HTML title name",""
"passed","Thu Apr 25 12:38:27 GMT 2024","Thu Apr 25 12:38:34 GMT 2024","6344","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_Invalid_Password","Logging with invalid credentials",""
"passed","Thu Apr 25 12:33:44 GMT 2024","Thu Apr 25 12:33:58 GMT 2024","14012","","tests.GlownaTest","","tests.GlownaTest","test_GoSnow_Page_Opens_Upon_Clicking_On_Logo","GoSnow hyperlink responsiveness",""
"passed","Thu Apr 25 12:40:55 GMT 2024","Thu Apr 25 12:41:00 GMT 2024","5338","","tests.TreningiTest","","tests.TreningiTest","test_Thursday_Trainings_On_Page","Veryfing Thursday training HTML text",""
"passed","Thu Apr 25 12:40:33 GMT 2024","Thu Apr 25 12:40:39 GMT 2024","5371","","tests.OnasTest","","tests.OnasTest","test_Accurate_Title_In_HTML_Addres","Veryfing O nas HTML title name",""
"passed","Thu Apr 25 12:37:29 GMT 2024","Thu Apr 25 12:37:39 GMT 2024","10202","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithoutFirstPartOfTheEmaill","Register with email without first part",""
"passed","Thu Apr 25 12:37:07 GMT 2024","Thu Apr 25 12:37:15 GMT 2024","7593","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWitLowercasePassword","Register with lowercase password",""
"passed","Thu Apr 25 12:36:19 GMT 2024","Thu Apr 25 12:36:28 GMT 2024","8300","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithShortName","Register with 2 characters first name",""
"passed","Thu Apr 25 12:37:55 GMT 2024","Thu Apr 25 12:38:03 GMT 2024","7968","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithoutATsymbol","Register with email without '@' symbol",""
"passed","Thu Apr 25 12:38:19 GMT 2024","Thu Apr 25 12:38:27 GMT 2024","8150","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWith100characterEmail","Register with 100 character email",""
"passed","Thu Apr 25 12:36:11 GMT 2024","Thu Apr 25 12:36:19 GMT 2024","8348","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithAllFieldsFilledExceptConfirmPassword","Register with blank confirm password field",""
"passed","Thu Apr 25 12:36:58 GMT 2024","Thu Apr 25 12:37:07 GMT 2024","8706","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWith1characterPassword","Register with 1 character password",""
"passed","Thu Apr 25 12:40:12 GMT 2024","Thu Apr 25 12:40:22 GMT 2024","10182","","tests.NewsyTest","","tests.NewsyTest","test_News_Stroje_Opens_Upon_Clicking_On_It","Open 'Stroje' news",""
"passed","Thu Apr 25 12:39:46 GMT 2024","Thu Apr 25 12:39:57 GMT 2024","10279","","tests.NewsyTest","","tests.NewsyTest","test_News_Zamowienia_Opens_Upon_Clicking_On_It","Open 'Zamowienia' news",""
"passed","Thu Apr 25 12:41:07 GMT 2024","Thu Apr 25 12:41:13 GMT 2024","6405","","tests.WyjazdyTest","","tests.WyjazdyTest","test_Tour_Filter_Per_Month_June","Filter tours with June",""
"passed","Thu Apr 25 12:30:27 GMT 2024","Thu Apr 25 12:30:43 GMT 2024","16210","","tests.GaleriaTest","","tests.GaleriaTest","test_If_Ferie2_Album_Is_Displayed","Display 'Ferie 2' album in the gallery",""
"passed","Thu Apr 25 12:37:22 GMT 2024","Thu Apr 25 12:37:29 GMT 2024","6524","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_7_Characters_Password","Logging with 7 character password",""
"passed","Thu Apr 25 12:29:38 GMT 2024","Thu Apr 25 12:29:47 GMT 2024","8679","","tests.FooterTest","","tests.FooterTest","test_If_Zofia_Redirect_To_Repsective_Page","Zofia Rusinowska hyperlink responsiveness",""
"passed","Thu Apr 25 12:35:53 GMT 2024","Thu Apr 25 12:36:03 GMT 2024","9156","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_Unregistered_Email","Logging with unregistered email",""
"passed","Thu Apr 25 12:31:36 GMT 2024","Thu Apr 25 12:31:57 GMT 2024","20973","","tests.GlownaTest","","tests.GlownaTest","test_Rontil_Page_Opens_Upon_Clicking_On_Logo","Rontil hyperlink responsiveness",""
"passed","Thu Apr 25 12:31:29 GMT 2024","Thu Apr 25 12:31:36 GMT 2024","6603","","tests.GaleriaTest","","tests.GaleriaTest","test_Galeria_Check_Filter","Filter the gallery with 2018 and zagle",""
"passed","Thu Apr 25 12:38:49 GMT 2024","Thu Apr 25 12:38:56 GMT 2024","7670","","tests.LogowanieTest","","tests.LogowanieTest","testLogout","Logout",""
"passed","Thu Apr 25 12:29:55 GMT 2024","Thu Apr 25 12:30:00 GMT 2024","5328","","tests.FooterTest","","tests.FooterTest","test_If_Yt_Redirect_To_Repsective_Page","Youtube hyperlink responsiveness",""
"passed","Thu Apr 25 12:36:52 GMT 2024","Thu Apr 25 12:36:58 GMT 2024","6676","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_Numberless_Password","Logging with numberless password",""
"passed","Thu Apr 25 12:29:29 GMT 2024","Thu Apr 25 12:29:38 GMT 2024","9139","","tests.FooterTest","","tests.FooterTest","test_If_Ig_Redirect_To_Repsective_Page","Instagram hyperlink responsiveness",""
"passed","Thu Apr 25 12:37:47 GMT 2024","Thu Apr 25 12:37:55 GMT 2024","8710","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithoutEmailDomain","Register with email without domain",""
"passed","Thu Apr 25 12:34:23 GMT 2024","Thu Apr 25 12:34:30 GMT 2024","6875","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_Upper_Case_Password","Logging with uppercase password",""
"passed","Thu Apr 25 12:38:56 GMT 2024","Thu Apr 25 12:39:04 GMT 2024","8066","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWith100CharacterPassword","Register with 100 characters password",""
"passed","Thu Apr 25 12:39:29 GMT 2024","Thu Apr 25 12:39:46 GMT 2024","17306","","tests.NewsyTest","","tests.NewsyTest","test_Newsy_Page_Navigation","Browsing through the news page",""
"passed","Thu Apr 25 12:28:56 GMT 2024","Thu Apr 25 12:29:29 GMT 2024","33202","","tests.FooterTest","","tests.FooterTest","test_If_Able_To_Navigate_Through_Pages","Page navigation through footer buttons",""
"passed","Thu Apr 25 12:33:08 GMT 2024","Thu Apr 25 12:33:44 GMT 2024","35644","","tests.GlownaTest","","tests.GlownaTest","test_Head_Page_Opens_Upon_Clicking_On_Logo","Head hyperlink responsiveness",""
"passed","Thu Apr 25 12:40:02 GMT 2024","Thu Apr 25 12:40:12 GMT 2024","10029","","tests.NewsyTest","","tests.NewsyTest","test_News_Szkolenia_Opens_Upon_Clicking_On_It","Open 'Szkolenia' news",""
"passed","Thu Apr 25 12:41:13 GMT 2024","Thu Apr 25 12:41:19 GMT 2024","5558","","tests.WyjazdyTest","","tests.WyjazdyTest","test_Different_Month_Selection_December","Check December tours",""
"passed","Thu Apr 25 12:39:21 GMT 2024","Thu Apr 25 12:39:29 GMT 2024","7981","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithMissmatchedPasswords","Register with missmatched",""
"passed","Thu Apr 25 12:34:30 GMT 2024","Thu Apr 25 12:34:50 GMT 2024","19792","","tests.LogowanieTest","","tests.LogowanieTest","testSignUpForTour","Signing up for a tour",""
"passed","Thu Apr 25 12:33:58 GMT 2024","Thu Apr 25 12:34:06 GMT 2024","7723","","tests.GlownaTest","","tests.GlownaTest","test_TrainToWin_Page_Opens_Upon_Clicking_On_Logo","TrainToWin hyperlink responsiveness",""
"passed","Thu Apr 25 12:38:41 GMT 2024","Thu Apr 25 12:38:49 GMT 2024","8007","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithInvalidLastName","Register with invalid last name",""
"passed","Thu Apr 25 12:40:22 GMT 2024","Thu Apr 25 12:40:33 GMT 2024","11308","","tests.NewsyTest","","tests.NewsyTest","test_Next_Page_Button_Takes_To_Another_Page","Page navigation through next button",""
"passed","Thu Apr 25 12:36:03 GMT 2024","Thu Apr 25 12:36:11 GMT 2024","8347","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithInvalidFirstName","Register with invalid first name",""
"passed","Thu Apr 25 12:29:47 GMT 2024","Thu Apr 25 12:29:55 GMT 2024","8252","","tests.FooterTest","","tests.FooterTest","test_If_WebCrafter_Redirect_To_Repsective_Page","WebCrafter hyperlink responsiveness",""
"passed","Thu Apr 25 12:38:12 GMT 2024","Thu Apr 25 12:38:19 GMT 2024","7378","","tests.LogowanieTest","","tests.LogowanieTest","testRegisterWithOnlyNumberPassword","Register with only number passoword",""
"passed","Thu Apr 25 12:31:21 GMT 2024","Thu Apr 25 12:31:29 GMT 2024","7888","","tests.GaleriaTest","","tests.GaleriaTest","test_If_Can_See_More_Photos","Display 'Lodowiec' album in the gallery",""
"passed","Thu Apr 25 12:36:46 GMT 2024","Thu Apr 25 12:36:52 GMT 2024","5879","","tests.LogowanieTest","","tests.LogowanieTest","test_If_Can_Access_The_Member_Page_Without_Login","Enter member page without login",""
"passed","Thu Apr 25 12:34:50 GMT 2024","Thu Apr 25 12:35:05 GMT 2024","14986","","tests.LogowanieTest","","tests.LogowanieTest","test_Login_With_100_Characters_Password","Logging with 100 character password",""
"passed","Thu Apr 25 12:30:56 GMT 2024","Thu Apr 25 12:31:09 GMT 2024","12935","","tests.GaleriaTest","","tests.GaleriaTest","test_If_Clear_Button_Works","Clear the gallery filter",""
